t_fs
0.0968
0.0968
0.0968
0.0968
0.0968
0.0968
0.0968
0.0968
0.0968
0.1935
0.1935
0.1935
0.1935
0.1935
0.1935
0.1935
0.1935
0.1935
0.1935
0.1935
0.2903
0.2903
0.2903
0.2903
0.2903
0.2903
0.2903
0.2903
0.3870
0.3870
0.3870
0.3870
0.3870
0.3870
0.3870
0.3870
0.3870
0.3870
0.3870
0.3870
0.3870
0.3870
0.3870
0.3870
0.3870
0.4838
0.4838
0.4838
0.4838
0.4838
0.4838
0.4838
0.4838
0.4838
0.4838
0.4838
0.4838
0.5805
0.5805
0.5805
0.5805
0.5805
0.5805
0.5805
0.5805
0.5805
0.5805
0.5805
0.5805
0.5805
0.5805
0.5805
0.5805
0.5805
0.5805
0.6773
0.6773
0.6773
0.6773
0.6773
0.6773
0.6773
0.6773
0.6773
0.6773
0.6773
0.6773
0.6773
0.6773
0.6773
0.7740
0.7740
0.7740
0.7740
0.7740
0.7740
0.7740
0.7740
0.7740
0.7740
0.7740
0.7740
0.7740
0.7740
0.7740
0.7740
0.7740
0.7740
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.8708
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
0.9676
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.0643
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.1611
1.2578
1.2578
1.2578
1.2578
1.2578
1.2578
1.2578
1.2578
1.2578
1.2578
1.2578
1.2578
1.2578
1.2578
1.2578
1.2578
1.2578
1.3546
1.3546
1.3546
1.3546
1.3546
1.3546
1.3546
1.3546
1.3546
1.3546
1.3546
1.3546
1.3546
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.4513
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.5481
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.6448
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.7416
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.8383
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
1.9351
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.0319
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.1286
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.2254
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.3221
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.4189
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.5156
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.6124
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.7091
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.8059
2.9027
2.9027
2.9027
2.9027
2.9027
2.9027
2.9027
2.9027
2.9027
2.9027
2.9027
2.9027
2.9027
2.9027
2.9027
2.9027
2.9027
2.9027
2.9027
2.9027
2.9027
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
2.9994
3.0962
3.0962
3.0962
3.0962
3.0962
3.0962
3.0962
3.0962
3.0962
3.0962
3.0962
3.0962
3.0962
3.0962
3.0962
3.0962
3.0962
3.0962
3.0962
3.0962
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.1929
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.2897
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.3864
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.4832
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.5799
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.6767
3.7735
3.7735
3.7735
3.7735
3.7735
3.7735
3.7735
3.7735
3.7735
3.7735
3.7735
3.7735
3.7735
3.7735
3.7735
3.7735
