true,pred
2.425781250000000000e+00,2.383817195892333984e+00
2.659179687500000000e+00,2.609617233276367188e+00
2.796875000000000000e+00,2.765767097473144531e+00
2.710937500000000000e+00,2.702421665191650391e+00
2.648437500000000000e+00,2.618952035903930664e+00
2.605468750000000000e+00,2.605792045593261719e+00
2.660156250000000000e+00,2.667611122131347656e+00
2.769531250000000000e+00,2.768945932388305664e+00
2.548828125000000000e+00,2.583310127258300781e+00
2.746093750000000000e+00,2.759096622467041016e+00
2.570312500000000000e+00,2.608009576797485352e+00
2.672851562500000000e+00,2.692008495330810547e+00
2.642578125000000000e+00,2.662980556488037109e+00
2.656250000000000000e+00,2.675477266311645508e+00
2.652343750000000000e+00,2.675664186477661133e+00
2.640625000000000000e+00,2.677839040756225586e+00
2.688476562500000000e+00,2.690188407897949219e+00
2.763671875000000000e+00,2.741337776184082031e+00
2.612304687500000000e+00,2.617095708847045898e+00
2.569335937500000000e+00,2.530113697052001953e+00
2.686523437500000000e+00,2.727254390716552734e+00
2.636718750000000000e+00,2.673666238784790039e+00
2.666992187500000000e+00,2.639281272888183594e+00
2.591796875000000000e+00,2.606152057647705078e+00
2.551757812500000000e+00,2.562427282333374023e+00
2.555664062500000000e+00,2.601047992706298828e+00
2.549804687500000000e+00,2.492462635040283203e+00
2.723632812500000000e+00,2.734657764434814453e+00
2.639648437500000000e+00,2.627691984176635742e+00
2.585937500000000000e+00,2.560149192810058594e+00
2.706054687500000000e+00,2.728238344192504883e+00
2.662109375000000000e+00,2.654894590377807617e+00
2.577148437500000000e+00,2.629926443099975586e+00
2.717773437500000000e+00,2.735895156860351562e+00
2.534179687500000000e+00,2.558145999908447266e+00
2.691406250000000000e+00,2.652500629425048828e+00
2.697265625000000000e+00,2.680075168609619141e+00
2.601562500000000000e+00,2.582418918609619141e+00
2.632812500000000000e+00,2.643141269683837891e+00
2.568359375000000000e+00,2.539921283721923828e+00
2.630859375000000000e+00,2.608772039413452148e+00
2.656250000000000000e+00,2.631880521774291992e+00
2.637695312500000000e+00,2.645521402359008789e+00
2.701171875000000000e+00,2.697631120681762695e+00
2.630859375000000000e+00,2.654710769653320312e+00
2.559570312500000000e+00,2.630546092987060547e+00
2.727539062500000000e+00,2.729881286621093750e+00
2.538085937500000000e+00,2.589988946914672852e+00
2.748046875000000000e+00,2.767927169799804688e+00
2.703125000000000000e+00,2.674912452697753906e+00
2.795898437500000000e+00,2.756155729293823242e+00
2.643554687500000000e+00,2.705558776855468750e+00
2.712890625000000000e+00,2.711541175842285156e+00
2.685546875000000000e+00,2.692790985107421875e+00
2.716796875000000000e+00,2.776740550994873047e+00
2.641601562500000000e+00,2.655473470687866211e+00
2.682617187500000000e+00,2.705698490142822266e+00
2.762695312500000000e+00,2.751255035400390625e+00
2.611328125000000000e+00,2.586250782012939453e+00
2.735351562500000000e+00,2.769625425338745117e+00
2.592773437500000000e+00,2.610215663909912109e+00
2.654296875000000000e+00,2.567418813705444336e+00
2.652343750000000000e+00,2.685860633850097656e+00
2.570312500000000000e+00,2.614931106567382812e+00
2.625976562500000000e+00,2.631028175354003906e+00
2.560546875000000000e+00,2.535398483276367188e+00
2.521484375000000000e+00,2.483501434326171875e+00
2.739257812500000000e+00,2.748809337615966797e+00
2.465820312500000000e+00,2.460764646530151367e+00
2.533203125000000000e+00,2.571236133575439453e+00
2.621093750000000000e+00,2.566342830657958984e+00
2.797851562500000000e+00,2.803667068481445312e+00
2.599609375000000000e+00,2.616744041442871094e+00
2.581054687500000000e+00,2.597065687179565430e+00
2.740234375000000000e+00,2.736922740936279297e+00
2.553710937500000000e+00,2.591280698776245117e+00
2.710937500000000000e+00,2.684797286987304688e+00
2.730468750000000000e+00,2.710370540618896484e+00
2.629882812500000000e+00,2.621968507766723633e+00
2.543945312500000000e+00,2.573282718658447266e+00
2.643554687500000000e+00,2.614525079727172852e+00
